id,guid_dashed,name_en,faction,color,set,rarity_int,rarity_engine,setAndRarityKey,sun_cost,attack,health,display_sun,display_attack,display_health,crafting_buy,crafting_sell,is_hero,is_power,is_fighter,is_env,is_aquatic,is_teamup,is_burst,is_surprise,is_board_ability,is_unusable,usable,n_components_top,n_components_total,n_abilities,subtype_names,tags
326,Weenie_Beanie,Weenie Beanie,Plants,Smarty,Silver,4,R0,Dawn_Common,1,1,1,1,1,1,25,0,False,False,True,False,False,False,False,False,False,False,True,8,8,0,Bean,"weeniebean, notpineclone, bad, anyplantfighter, randomplantcard, cost6orless, mayflower, madebygardener"
327,Barrel_of_Deadbeards,Barrel of Deadbeards,Zombies,Madcap,Gold,3,R4,Bloom_Legendary,2,,1,2,0,1,4000,1000,False,False,True,False,False,False,False,False,False,False,True,9,27,2,"Pirate, Barrel","destroy, fatty, randomzombie, randomzombiefighter, can be transmogrified, piratezombie, 2costzombie, notplankwalker, zombielegend"
328,Captain_Deadbeard,Captain Flameface,Zombies,Sneaky,Event,5,Event,Premium_Event,3,2,4,3,2,4,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,22,1,"Mustache, Pirate","deadbeard, randomzombie, randomzombiefighter, piratezombie, notplankwalker, zombieevent"
329,Meow_Meow_Meow,Witch's Familiar,Zombies,"Brainy, Hungry",Hero,3,R4,Bloom_Legendary,1,,,1,0,0,0,0,True,True,False,False,False,False,True,True,False,False,True,10,17,1,Pet,
330,Yeti_Lunchbox,Yeti Lunchbox,Zombies,Hungry,Gold,0,R1,Bloom_Common,1,,,1,0,0,50,15,False,False,False,False,False,False,True,True,False,False,True,9,34,2,"Gourmet, Pet","yetilunchbox, randomzombietrick, buff, randomzombie"
331,Witches_Familiar,Zom-Bats,Zombies,"Brainy, Hungry",Token,4,R0,Token,3,2,2,3,2,2,0,0,False,False,True,False,True,False,False,False,False,False,True,11,29,1,Pet,"meow, randomzombie, randomzombiefighter"
332,Goat,Goat,Zombies,Hungry,Set4,0,R1,Triassic_Uncommon,0,1,1,0,1,1,50,15,False,False,True,False,False,False,False,False,False,False,True,10,32,2,Pet,"goat, randomzombie, randomzombiefighter, can be transmogrified"
333,Sow_Magic_Beans,Sow Magic Beans,Plants,Smarty,Gold,2,R3,Bloom_SuperRare,2,,,2,0,0,1000,250,False,False,False,False,False,False,True,False,False,False,True,8,17,1,"Leafy, Bean","weenie, randomplantcard, draw, mayflower"
334,Teleport,Teleport,Zombies,Brainy,Gold,3,R4,Bloom_Legendary,1,,,1,0,0,4000,1000,False,False,False,False,False,False,True,True,False,False,True,9,27,2,Science,"trick, randomzombietrick, randomzombie, zombielegend"
335,Cheating_Zombie, 0 Cheating Zombie 0 ,Zombies,0,cheats,0,R1,,0,,1,0,0,1,0,0,False,False,True,False,False,False,False,False,False,False,True,7,56,4,,cheats
336,Blank Plant,Blank Plant,Plants,0,Blank,0,R1,,99,,,99,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True,6,6,0,,cheats
337,Blank Zombie,Blank Zombie,Zombies,0,Blank,0,R1,,99,,,99,0,0,0,0,False,False,False,False,False,False,True,True,False,False,True,7,7,0,,cheats
338,Zombie Board Clear,0 Zombie Board Clear Cheat 0,Zombies,0,Cheats,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,True,True,False,True,False,9,22,1,,cheats
339,Spore Shooter,Punish-Shroom,Plants,Kabloom,Gold,2,R3,Bloom_SuperRare,3,2,2,3,2,2,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,51,2,Mushroom,"cost6orless, narrow, randomplantcard, anyplantfighter, notpineclone"
340,Trampoline Party,Zombot Stomp,Zombies,Sneaky,Gold,1,R2,Bloom_Rare,6,,,6,0,0,250,50,False,False,False,False,False,False,True,True,False,False,True,9,19,1,"Science, Gargantuar","randomzombie, randomzombietrick"
341,Orange Barrier,Peel Shield,Plants,"Guardian, Smarty",Hero,3,R4,Bloom_Legendary,1,,,1,0,0,0,0,True,True,False,False,False,False,True,False,False,False,True,9,27,2,Fruit,
342,Haunting Ghost,Haunting Ghost,Zombies,Hungry,Set3,0,R1,Colossal_Uncommon,2,2,1,2,2,1,50,15,False,False,True,False,True,False,False,False,False,False,True,10,23,1,Monster,set3zombie
344,Imp Pirate,Swabbie,Zombies,Sneaky,Set3,0,R1,Colossal_Uncommon,0,1,1,0,1,1,50,15,False,False,True,False,True,False,False,False,False,False,True,9,9,0,"Imp, Pirate",set3zombie
345,Magic Beanstalk,Magic Beanstalk,Plants,Smarty,Token,4,R0,Token,1,4,4,1,4,4,0,0,False,False,True,False,False,False,False,False,False,False,True,9,21,1,"Leafy, Bean",cheats
346,e515e49a-69b0-48de-9e6c-d975b274d2dd,Whack-a-Zombie,Plants,Solar,Gold,1,R2,Bloom_Rare,3,,,3,0,0,250,50,False,False,False,False,False,False,True,False,False,False,True,7,17,1,,"randomplantcard, destroy"
347,Small-Nut,Small-Nut,Plants,Guardian,Silver,4,R0,Dawn_Common,1,1,1,1,1,1,25,0,False,False,True,False,False,False,False,False,False,False,True,8,8,0,Nut,"anyplantfighter, randomplantcard, cost6orless, bad, notpineclone, madebygardener"
348,Button Mushroom,Button Mushroom,Plants,Kabloom,Silver,4,R0,Dawn_Common,1,1,1,1,1,1,25,0,False,False,True,False,False,False,False,False,False,False,True,9,9,0,Mushroom,"anyplantfighter, randomplantcard, cost6orless, bad, notpineclone, madebygardener"
349,Bellflower,Bellflower,Plants,Solar,Silver,4,R0,Dawn_Common,1,1,1,1,1,1,25,0,False,False,True,False,False,False,False,False,False,False,True,8,8,0,Flower,"anyplantfighter, randomplantcard, cost6orless, bad, notpineclone, madebygardener"
350,Cardboard Robot Zombie,Cardboard Robot Zombie,Zombies,Brainy,Silver,4,R0,Dawn_Common,1,1,1,1,1,1,25,0,False,False,True,False,False,False,False,False,False,False,True,8,8,0,Science,"randomzombie, can be transmogrified, bad, 2costzombie, madebyzucchini"
351,Baseball Zombie,Baseball Zombie,Zombies,Hearty,Silver,4,R0,Dawn_Common,1,1,1,1,1,1,25,0,False,False,True,False,False,False,False,False,False,False,True,8,8,0,Sports,"randomzombie, can be transmogrified, bad, 2costzombie, madebyzucchini"
352,Skunk Punk,Skunk Punk,Zombies,Hungry,Silver,4,R0,Dawn_Common,1,1,1,1,1,1,25,0,False,False,True,False,False,False,False,False,False,False,True,8,8,0,Pet,"randomzombie, can be transmogrified, bad, 2costzombie, madebyzucchini"
353,Hot Dog Imp,Hot Dog Imp,Zombies,Sneaky,Gold,0,R1,Bloom_Common,2,2,2,2,2,2,50,15,False,False,True,False,False,False,False,False,False,False,True,9,9,0,"Gourmet, Imp","randomzombie, damage, weenie, 2costzombie, can be transmogrified"
354,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,17,1,,
355,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,14,1,,
356,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,13,1,,
357,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,13,1,,
358,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,13,1,,
359,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,13,1,,
360,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,13,1,,
361,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,13,1,,
362,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,13,1,,
363,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,13,1,,
364,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,13,1,,
365,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,13,1,,
366,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,13,1,,
367,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,13,1,,
368,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,19,1,,
369,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,19,1,,
370,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,15,1,,
371,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,15,1,,
372,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,15,1,,
373,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,11,1,,
374,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,11,1,,
375,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,17,1,,
376,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,13,1,,
377,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,18,1,,
378,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,18,1,,
379,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,18,1,,
380,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,18,1,,
381,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,18,1,,
382,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,7,14,1,,
383,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,15,1,,
384,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,15,1,,
385,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,13,1,,
386,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,15,1,,
387,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,11,1,,
388,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,11,1,,
389,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,17,1,,
390,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,17,1,,
391,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,18,1,,
392,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,17,1,,
393,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,18,1,,
394,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,13,1,,
395,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,18,2,,
396,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,12,1,,
397,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,18,2,,
398,MushroomGrotto,Mushroom Grotto,Plants,Kabloom,Set2,0,R1,Galaxy_Common,3,,,3,0,0,50,15,False,False,False,True,False,False,False,False,False,False,True,8,28,1,Mushroom,"galaxyplant, environment"
399,CoffeeGrounds,Coffee Grounds,Plants,MegaGro,Set2,0,R1,Galaxy_Common,2,,,2,0,0,50,15,False,False,False,True,False,False,False,False,False,False,True,8,21,1,Bean,"environment, galaxyplant"
401,LaserBaseAlpha,Laser Base Alpha,Zombies,Sneaky,Set2,2,R3,Galaxy_SuperRare,3,,,3,0,0,1000,250,False,False,False,True,False,False,False,True,False,False,True,9,38,2,Science,"environment, galaxyzombie"
402,Regifting Zombie,Regifting Zombie,Zombies,Brainy,Event,5,Event,Premium_Event,3,3,2,3,3,2,1000,250,False,False,True,False,False,False,False,False,False,False,True,9,43,4,"Party, Pirate","randomzombie, can be transmogrified, randomzombiefighter, 2costzombie, zombieevent"
403,Jack O' Lantern,Jack O' Lantern,Plants,Solar,Event,5,Event,Premium_Event,3,2,3,3,2,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,25,1,Squash,"anyplantfighter, not pine clone, cost6orless, randomplantcard, mayflower, plantevent"
404,Leftovers,Leftovers,Zombies,Hearty,Set4,0,R1,Triassic_Uncommon,1,,,1,0,0,50,15,False,False,False,False,False,False,True,True,False,False,True,9,18,1,"Gourmet, Pet","leftovers, randomzombie, randomzombietrick"
405,Turkey Rider,Turkey Rider,Zombies,Hearty,Event,5,Event,Premium_Event,2,2,2,2,2,2,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,21,1,"Imp, Pet","randomzombie, can be transmogrified, randomzombiefighter, 2costzombie, zombieevent"
406,Healthy Treat,Healthy Treat,Zombies,Hearty,Set3,0,R1,Colossal_Uncommon,1,,,1,0,0,50,15,False,False,False,False,False,False,True,True,False,False,True,9,18,1,Gourmet,"trickortreat, set3zombie"
407,Sugary Treat,Sugary Treat,Zombies,Madcap,Set3,0,R1,Colossal_Uncommon,2,,,2,0,0,50,15,False,False,False,False,False,False,True,True,False,False,True,9,18,1,Gourmet,"trickortreat, set3zombie"
408,Trick or Treater,Trick-or-Treater,Zombies,Brainy,Event,5,Event,Premium_Event,3,2,4,3,2,4,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,29,1,"Gourmet, Party","randomzombie, randomzombiefighter, zombieevent"
409,Jolly Holly,Jolly Holly,Plants,Smarty,Event,5,Event,Premium_Event,5,4,1,5,4,1,1000,250,False,False,True,False,True,False,False,False,False,False,True,10,23,1,"Leafy, Berry","anyplantfighter, cost6orless, randomplantcard, freeze, anyaquaticplantcard, plantevent"
410,Mayflower,Mayflower,Plants,Smarty,Event,5,Event,Premium_Event,3,2,4,3,2,4,1000,250,False,False,True,False,True,False,False,False,False,False,True,11,29,1,Flower,"anyplantfighter, cost6orless, not pine clone, randomplantcard, anyaquaticplantcard, plantevent"
411,Red Stinger,Red Stinger,Plants,Guardian,Event,5,Event,Premium_Event,4,3,7,4,3,7,2000,500,False,False,True,False,False,True,False,False,False,False,True,10,32,2,Flower,"anyplantfighter, cost6orless, not pine clone, randomplantcard, plantevent"
412,Pot of Gold,Pot of Gold,Zombies,Brainy,Token,4,R0,Token,1,,,1,0,0,0,0,False,False,False,False,False,False,True,True,False,False,True,8,17,1,,cheats
413,Corn Dog,Corn Dog,Plants,Guardian,Event,5,Event,Premium_Event,2,3,2,2,3,2,1000,250,False,False,True,False,True,False,False,False,False,False,True,11,26,1,"Corn, Animal",plantevent
414,Plantern,Plantern,Plants,Guardian,Set2,0,R1,Galaxy_Common,3,3,3,3,3,3,50,15,False,False,True,False,False,False,False,False,False,False,True,10,21,1,"Tree, Root","galaxyplant, caresaboutenvironment"
415,Spike Weed,Spikeweed Sector,Plants,Guardian,Set2,0,R1,Galaxy_Common,3,,,3,0,0,50,15,False,False,False,True,False,False,False,False,False,False,True,8,23,1,Root,"galaxyplant, environment"
416,Cosmic Nut,Cosmic Nut,Plants,Guardian,Set2,1,R2,Galaxy_Rare,4,4,3,4,4,3,250,50,False,False,True,False,False,False,False,False,False,False,True,9,26,2,Nut,galaxyplant
417,Gravitational Pull,Photosynthesizer,Plants,Guardian,Set2,0,R1,Galaxy_Common,1,,,1,0,0,50,15,False,False,False,False,False,False,True,False,False,False,True,7,25,2,,galaxyplant
418,Starch Lord,Starch-Lord,Plants,Guardian,Set2,1,R2,Galaxy_Rare,4,2,4,4,2,4,250,50,False,False,True,False,False,False,False,False,False,False,True,10,57,3,Root,galaxyplant
419,Gravitree,Gravitree,Plants,Guardian,Set2,2,R3,Galaxy_SuperRare,6,7,7,6,7,7,1000,250,False,False,True,False,False,False,False,False,False,False,True,12,27,1,"Fruit, Tree",galaxyplant
420,Invincible Castle,Force Field,Plants,Guardian,Set2,2,R3,Galaxy_SuperRare,4,,,4,0,0,1000,250,False,False,False,True,False,False,False,False,False,False,True,7,47,3,,"galaxyplant, environment"
421,Body Gourd,Body-Gourd,Plants,Guardian,Set2,3,R4,Galaxy_Legendary,5,4,6,5,4,6,4000,1000,False,False,True,False,True,True,False,False,False,False,True,11,23,1,Squash,"plantlegend, galaxyplant"
422,Pecanolith,Pecanolith,Plants,Guardian,Set2,3,R4,Galaxy_Legendary,5,,7,5,0,7,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,21,1,Nut,"plantlegend, galaxyplant"
423,Health Nut,Health-Nut,Plants,Guardian,Event,5,Event,Premium_Event,3,,4,3,0,4,1000,250,False,False,True,False,False,False,False,False,False,False,True,8,8,0,Nut,plantevent
424,Pear Cub,Pear Cub,Plants,Guardian,Event,5,Event,Premium_Event,3,1,1,3,1,1,1000,250,False,False,True,False,True,False,False,False,False,False,True,11,35,2,"Fruit, Animal","anyplantfighter, cost6orless, randomplantcard, anyaquaticplantcard, plantevent"
425,Grizzly Pear,Grizzly Pear,Plants,Guardian,Set4,0,R1,Triassic_Uncommon,5,5,4,5,5,4,50,15,False,False,True,False,True,False,False,False,False,False,True,10,10,0,"Fruit, Animal","anyplantfighter, cost6orless, randomplantcard, anyaquaticplantcard"
426,Garlic,Garlic,Plants,Guardian,Event,5,Event,Premium_Event,1,1,5,1,1,5,1000,250,False,False,True,False,False,True,False,False,False,False,True,11,65,3,Root,plantevent
427,Galactacactus,Galacta-Cactus,Plants,Guardian,Set2,2,R3,Galaxy_SuperRare,1,2,1,1,2,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,30,1,"Cactus, Flower",galaxyplant
428,Invasive Species,Invasive Species,Plants,Kabloom,Set2,0,R1,Galaxy_Common,2,1,4,2,1,4,50,15,False,False,True,False,False,False,False,False,False,False,True,10,20,1,"Leafy, Flower","galaxyplant, caresaboutenvironment"
429,Cosmic Mushroom,Cosmic Mushroom,Plants,Kabloom,Set2,1,R2,Galaxy_Rare,3,2,2,3,2,2,250,50,False,False,True,False,False,False,False,False,False,False,True,9,26,2,Mushroom,galaxyplant
430,Lava Guava,Lava Guava,Plants,Kabloom,Set2,1,R2,Galaxy_Rare,4,,,4,0,0,250,50,False,False,False,False,False,False,True,False,False,False,True,8,16,1,Fruit,galaxyplant
431,Lava,Hot Lava,Plants,Kabloom,Set4,0,R1,Triassic_Uncommon,0,,,0,0,0,50,15,False,False,False,True,False,False,False,False,False,False,True,6,26,1,,
432,Banana Launcher,Banana Launcher,Plants,Kabloom,Set2,2,R3,Galaxy_SuperRare,2,,3,2,0,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,9,20,1,Fruit,galaxyplant
433,Flying Banana Bomb,Banana Bomb,Plants,Kabloom,Set2,0,R1,Galaxy_Common,1,,,1,0,0,50,15,False,False,False,False,False,False,True,False,False,False,True,8,17,1,Fruit,galaxyplant
434,Astroshroom,Astro-Shroom,Plants,Kabloom,Set2,2,R3,Galaxy_SuperRare,1,1,1,1,1,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,30,1,Mushroom,galaxyplant
435,Sonic Bloom,Sonic Bloom,Plants,Kabloom,Event,5,Event,Premium_Event,4,3,1,4,3,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,9,25,1,Flower,plantevent
436,Molekale,Molekale,Plants,Kabloom,Set2,3,R4,Galaxy_Legendary,4,3,2,4,3,2,4000,1000,False,False,True,False,False,False,False,False,False,False,True,9,24,1,Leafy,"plantlegend, galaxyplant"
437,Electric Blueberry,Electric Blueberry,Plants,Kabloom,Event,5,Event,Premium_Event,5,,5,5,0,5,1000,250,False,False,True,False,False,False,False,False,False,False,True,8,27,1,Berry,"anyplantfighter, cost6orless, randomplantcard, plantevent"
438,High Voltage Currant,High-Voltage Currant,Plants,Kabloom,Event,5,Event,Premium_Event,1,1,1,1,1,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,36,2,Berry,plantevent
439,Blooming Hearts,Blooming Heart,Plants,Kabloom,Event,5,Event,Premium_Event,1,2,1,1,2,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,20,1,Flower,"anyplantfighter, cost6orless, randomplantcard, plantevent"
440,Reincarnation,Reincarnation,Plants,Kabloom,Set2,3,R4,Galaxy_Legendary,1,2,2,1,2,2,4000,1000,False,False,True,False,False,False,False,False,False,False,True,9,21,1,Flower,"plantlegend, galaxyplant"
441,Sweet Pea,Sweet Pea,Plants,MegaGro,Set2,0,R1,Galaxy_Common,2,2,3,2,2,3,50,15,False,False,True,False,False,False,False,False,False,False,True,9,23,1,Peashooter,galaxyplant
442,Sprouting Expansion,Vegetation Mutation,Plants,MegaGro,Set2,0,R1,Galaxy_Common,2,,,2,0,0,50,15,False,False,False,False,False,False,True,False,False,False,True,7,22,1,,galaxyplant
443,Peapod Planet,The Red Plant-It,Plants,MegaGro,Set2,2,R3,Galaxy_SuperRare,5,,,5,0,0,1000,250,False,False,False,True,False,False,False,False,False,False,True,8,21,1,Root,"galaxyplant, environment"
444,Cosmic Pea,Cosmic Pea,Plants,MegaGro,Set2,1,R2,Galaxy_Rare,4,2,2,4,2,2,250,50,False,False,True,False,False,False,False,False,False,False,True,11,28,2,Peashooter,galaxyplant
445,Banana Peel,Banana Peel,Plants,MegaGro,Set2,1,R2,Galaxy_Rare,2,,,2,0,0,250,50,False,False,False,False,False,False,True,False,False,False,True,8,28,2,Fruit,galaxyplant
446,Cosmoss,Cosmoss,Plants,Solar,Set2,0,R1,Galaxy_Common,1,2,2,1,2,2,50,15,False,False,True,False,False,False,False,False,False,False,True,10,21,1,Moss,"galaxyplant, caresaboutenvironment"
447,Moonbean,Moonbean,Plants,MegaGro,Set2,2,R3,Galaxy_SuperRare,3,2,5,3,2,5,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,24,1,Bean,galaxyplant
448,Onion Rings,Onion Rings,Plants,MegaGro,Set2,3,R4,Galaxy_Legendary,5,4,4,5,4,4,4000,1000,False,False,True,False,False,False,False,False,False,False,True,9,35,2,Root,"plantlegend, galaxyplant"
449,Captain Cucumber,Captain Cucumber,Plants,MegaGro,Set2,3,R4,Galaxy_Legendary,3,1,4,3,1,4,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,37,2,Fruit,"plantlegend, galaxyplant"
450,Clique Peas,Clique Peas,Plants,MegaGro,Event,5,Event,Premium_Event,1,1,1,1,1,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,9,33,2,"Bean, Peashooter",plantevent
451,Lily of the Valley,Lily of the Valley,Plants,MegaGro,Event,5,Event,Premium_Event,2,2,2,2,2,2,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,28,1,Flower,"anyplantfighter, cost6orless, randomplantcard, plantevent"
452,Snake Grass,Snake Grass,Plants,Smarty,Event,5,Event,Premium_Event,4,4,2,4,4,2,1000,250,False,False,True,False,True,False,False,False,False,False,True,11,24,1,"Leafy, Animal","anyplantfighter, cost6orless, randomplantcard, plantevent"
453,Pod Fighter,Pod Fighter,Plants,MegaGro,Set2,2,R3,Galaxy_SuperRare,5,3,4,5,3,4,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,42,2,Peashooter,galaxyplant
454,Laser Cattail,Laser Cattail,Plants,Smarty,Set2,2,R3,Galaxy_SuperRare,2,2,2,2,2,2,1000,250,False,False,True,False,True,True,False,False,False,False,True,12,28,1,Animal,galaxyplant
455,Leaf Blower,Leaf Blower,Plants,Smarty,Set2,0,R1,Galaxy_Common,4,3,4,4,3,4,50,15,False,False,True,False,True,False,False,False,False,False,True,10,29,1,Leafy,"galaxyplant, caresaboutenvironment"
456,Tactical Position,Planet of the Grapes,Plants,Smarty,Set2,0,R1,Galaxy_Common,3,,,3,0,0,50,50,False,False,False,True,False,False,False,False,False,False,True,8,32,1,Berry,"galaxyplant, environment"
457,Cosmic Bean,Cosmic Bean,Plants,Smarty,Set2,1,R2,Galaxy_Rare,2,1,1,2,1,1,250,50,False,False,True,False,False,True,False,False,False,False,True,10,27,2,Bean,galaxyplant
458,Mars Flytrap,Mars Flytrap,Plants,Smarty,Set2,0,R1,Galaxy_Common,1,2,2,1,2,2,50,15,False,False,True,False,False,False,False,False,False,False,True,10,50,2,Flytrap,galaxyplant
459,Sap Fling,Sap-Fling,Plants,Smarty,Event,5,Event,Premium_Event,6,5,3,6,5,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,9,22,1,"Pinecone, Tree",plantevent
460,Sap,Sappy Place,Plants,Smarty,Token,4,R0,Token,4,,,4,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,6,19,1,,
461,Carbeanite,Cool Bean,Plants,Smarty,Set2,2,R3,Galaxy_SuperRare,3,3,3,3,3,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,9,20,1,Bean,galaxyplant
462,Bouncy Toy,Bog of Enlightenment,Plants,Smarty,Set2,2,R3,Galaxy_SuperRare,2,,,2,0,0,1000,250,False,False,False,True,False,False,False,False,False,False,True,7,36,2,,"galaxyplant, environment"
463,Shooting Starfruit,Shooting Starfruit,Plants,Smarty,Set2,3,R4,Galaxy_Legendary,5,2,2,5,2,2,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,10,0,Fruit,"plantlegend, galaxyplant"
464,Deep Space Dragonfruit,Dark Matter Dragonfruit,Plants,Smarty,Set2,3,R4,Galaxy_Legendary,8,6,6,8,6,6,4000,1000,False,False,True,False,True,False,False,False,False,False,True,12,24,1,"Dragon, Fruit","plantlegend, galaxyplant"
465,Melonpult,Melon-Pult,Plants,Smarty,Set2,1,R2,Galaxy_Rare,5,3,5,5,3,5,250,50,False,False,True,False,False,False,False,False,False,False,True,10,10,0,Fruit,galaxyplant
466,Spyris,Spyris,Plants,Smarty,Event,5,Event,Premium_Event,1,2,1,1,2,1,1000,250,False,False,True,False,True,False,False,False,False,False,True,11,22,1,"Flower, Root","anyplantfighter, cost6orless, randomplantcard, anyaquaticplantcard, plantevent"
467,Apple Saucer,Apple-Saucer,Plants,Solar,Set2,0,R1,Galaxy_Common,2,3,1,2,3,1,50,15,False,False,True,False,False,False,False,False,False,False,True,9,21,1,Fruit,galaxyplant
